Statement,Link,Date,Source,Label
“Joe Biden is no longer the President-elect according to RealClearPolitics.”,https://www.politifact.com/factchecks/2020/nov/10/instagram-posts/fact-checking-social-media-posts-about-bidens-lead/,11/10/2020 0:00,Instagram posts,FALSE
Siri gave “CONFIRMATION of the Democrats' sinister plan to REMOVE Sleepy Joe immediately using the 25th Amendment and instate Kamala Harris as President!”,https://www.politifact.com/factchecks/2020/nov/10/facebook-posts/siri-glitch-sparks-misinformation-about-biden-25th/,11/10/2020 0:00,Facebook posts,pants-fire
“Election worker brags about destroying Trump ballots; rips up a ballot for DJT on video.”,https://www.politifact.com/factchecks/2020/nov/10/blog-posting/no-video-doesnt-show-election-worker-destroying-tr/,11/10/2020 0:00,Bloggers,FALSE
“CNN says Dick Cheney will be advising Biden on foreign policy.”,https://www.politifact.com/factchecks/2020/nov/10/viral-image/no-cnn-didnt-say-dick-cheney-will-be-foreign-polic/,11/10/2020 0:00,Viral image,FALSE
Says Nancy Pelosi has “suspicious ties” to a voting software company that was involved in glitches that favored Joe Biden.,https://www.politifact.com/factchecks/2020/nov/09/blog-posting/trump-supporters-falsely-tie-nancy-pelosi-broader-/,11/9/2020 0:00,Bloggers,barely-true
“Mitt Romney has been asked to lead Health and Human Services in Biden administration.”,https://www.politifact.com/factchecks/2020/nov/09/blog-posting/no-joe-biden-hasnt-asked-mitt-romney-be-his-health/,11/9/2020 0:00,Bloggers,FALSE
Says The Washington Times ran a front-page headline that said “President Gore.”,https://www.politifact.com/factchecks/2020/nov/09/viral-image/no-washington-times-didnt-run-president-gore-cover/,11/9/2020 0:00,Viral image,FALSE
"Says a New York Post cover used the headline “YOU'RE FIRED"" on Nov. 4 with an image of Donald Trump.",https://www.politifact.com/factchecks/2020/nov/09/viral-image/no-new-york-post-didnt-run-youre-fired-cover/,11/9/2020 0:00,Viral image,FALSE
Officials in Fairfax Va. gave 100000 Trump votes to Biden.,https://www.politifact.com/factchecks/2020/nov/07/facebook-posts/no-fairfax-officials-virginia-didnt-give-100000-tr/,11/7/2020 0:00,Facebook posts,barely-true
“The NAACP has received credible information that some of the white nationalist groups … will be looking to snatch black men and boys and hang them shoot them torture them and kill them.”,https://www.politifact.com/factchecks/2020/nov/07/facebook-posts/no-naacp-didnt-warn-about-white-nationalist-groups/,11/7/2020 0:00,Facebook posts,FALSE
An election worker in Georgia threw away a ballot.,https://www.politifact.com/factchecks/2020/nov/07/facebook-posts/georgia-election-worker-falsely-accused-discarding/,11/7/2020 0:00,Facebook posts,FALSE
A list shows over 14000 dead people voted in Wayne County Michigan.,https://www.politifact.com/factchecks/2020/nov/07/tweets/list-does-not-show-over-14000-dead-people-cast-bal/,11/6/2020 0:00,Tweets,FALSE
"Republicans in Nevada found “at least 3062 instances of voter fraud. ... Thousands of individuals have been identified who appear to have violated the law by casting ballots after they moved from NV.""",https://www.politifact.com/factchecks/2020/nov/06/nevada-republican-party/fact-checking-republican-claim-illegal-votes-nevad/,11/6/2020 0:00,Nevada Republican Party,FALSE
Philadelphia is “clouding the vote counting in a shroud of darkness.”,https://www.politifact.com/factchecks/2020/nov/06/ted-cruz/ted-cruz-falsely-claims-philadelphia-counting-vote/,11/6/2020 0:00,Ted Cruz,FALSE
Says the logo of a porn website appeared during a CNN broadcast.,https://www.politifact.com/factchecks/2020/nov/06/instagram-posts/no-porn-site-logo-didnt-appear-cnn-broadcast/,11/6/2020 0:00,Instagram posts,FALSE
“If you count the legal votes I easily win. If you count the illegal votes they can try to steal the election from us.”,https://www.politifact.com/factchecks/2020/nov/06/donald-trump/donald-trumps-pants-fire-claim-about-illegal-votes/,11/6/2020 0:00,Donald Trump,pants-fire
"In Iowa ""they have allowed a little over 300 people to re-vote.""",https://www.politifact.com/factchecks/2020/nov/06/kevin-mccarthy/claim-about-people-re-voting-iowa-2020-election-wr/,11/6/2020 0:00,Kevin McCarthy,pants-fire
“Active crime scene in Spalding County Ga. where ballots for President Donald Trump were discovered in a dumpster.”,https://www.politifact.com/factchecks/2020/nov/06/facebook-posts/no-ballots-donald-trump-werent-discovered-georgia-/,11/6/2020 0:00,Facebook posts,FALSE
More poll workers caught filling out ballots in Delaware County Pennsylvania.,https://www.politifact.com/factchecks/2020/nov/06/facebook-posts/no-pennsylvania-poll-workers-werent-caught-fraudul/,11/6/2020 0:00,Facebook posts,FALSE
Republican election challengers were unfairly barred from observing absentee ballot processing and counting in Detroit.,https://www.politifact.com/factchecks/2020/nov/06/facebook-posts/over-100-republican-challengers-monitored-absentee/,11/6/2020 0:00,Facebook posts,FALSE
Says “the city of Austin is a disaster if you haven’t been there. A great city now one of the most dangerous cities in America and definitely in Texas.”,https://www.politifact.com/factchecks/2020/nov/06/dan-patrick/no-austin-not-one-most-dangerous-city-us-let-alone/,11/6/2020 0:00,Dan Patrick,pants-fire
The Trump administration put secret watermarks on official ballots to trick cheating Democrats.,https://www.politifact.com/factchecks/2020/nov/06/facebook-posts/did-president-trump-issue-secret-watermarks-ballot/,11/6/2020 0:00,Facebook posts,pants-fire
“Arizona trooper found 50000 ballots in dumpster all for President Trump!!”,https://www.politifact.com/factchecks/2020/nov/06/facebook-posts/no-arizona-troopers-didnt-discover-50k-ballots-tru/,11/6/2020 0:00,Facebook posts,FALSE
Video showing collection of California ballots on Nov. 4 shows “cheating.”,https://www.politifact.com/factchecks/2020/nov/06/tiktok-posts/it-wasnt-cheating-calif-collected-ballots-after-st/,11/6/2020 0:00,TikTok posts,FALSE
Video shows a poll worker committing voter fraud in Delaware County Pa.,https://www.politifact.com/factchecks/2020/nov/06/facebook-posts/pennsylvania-poll-worker-was-copying-information-d/,11/6/2020 0:00,Facebook posts,FALSE
“West Virginia is near last in the U.S.” rankings of education clean drinking water and child mortality.,https://www.politifact.com/factchecks/2020/nov/06/paula-jean-swearengin/does-wva-rank-near-last-education-drinking-water-c/,11/6/2020 0:00,Paula Jean Swearengin,mostly-true
“40000+ votes for Libertarian candidate Jo Jorgensen magically become votes for Joe Biden.”,https://www.politifact.com/factchecks/2020/nov/05/tiktok-posts/social-media-posts-falsely-claim-40000-votes-jo-jo/,11/5/2020 0:00,TikTok posts,FALSE
“118-year-old William Bradley voted via an absentee ballot in Wayne County Michigan this year. William died in 1984. They’re trying to steal this election.”,https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/no-dead-voter-named-william-bradley-didnt-vote-det/,11/5/2020 0:00,Facebook posts,FALSE
Wagon arriving at Detroit counting center after deadline “may have been a ballot box.”,https://www.politifact.com/factchecks/2020/nov/05/blog-posting/no-evidence-ballots-were-smuggled-detroit-counting/,11/5/2020 0:00,Bloggers,FALSE
“USPS failed to deliver 27% of mail-in ballots in South Florida”,https://www.politifact.com/factchecks/2020/nov/05/blog-posting/claim-postal-service-failed-deliver-27-mail-ballot/,11/5/2020 0:00,Bloggers,pants-fire
"Says North Carolina’s ""Democratic Secretary of State"" controls the state's elections.",https://www.politifact.com/factchecks/2020/nov/05/social-media/no-north-carolinas-secretary-state-doesnt-control-/,11/5/2020 0:00,Social Media,FALSE
"Seven Milwaukee wards report more 2020 presidential votes than registered voters.”,https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/milwaukee-wards-did-not-have-more-votes-president-/,2020-11-05 00:00:00,Facebook posts,pants-fire
Thousands of military ballots were found in the trash in Wisconsin.,https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/no-thousands-military-ballots-were-not-found-trash/,2020-11-05 00:00:00,Facebook posts,false
More mail-in ballots were counted in Lancaster County Pa. than were returned.,https://www.politifact.com/factchecks/2020/nov/05/viral-image/no-more-mail-ballots-werent-counted-pennsylvania-c/,2020-11-05 00:00:00,Viral image,false
Say a video shows “staffers stuffing ballots in flint mi”,https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/video-ballot-stuffing-filmed-russia-not-flint-mich/,2020-11-05 00:00:00,Facebook posts,pants-fire
“If you were forced to use a Sharpie” to fill out your ballot “that is voter fraud.”,https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/despite-sharpiegate-no-evidence-plot-use-pens-canc/,2020-11-05 00:00:00,Facebook posts,false
Detroit has “2503 dead people registered” including “one voter born in 1823.”,https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/dead-voters-detroits-voter-rolls-including-person-/,2020-11-05 00:00:00,Facebook posts,false
Joe Biden was called for Michigan even though Donald Trump won more votes.,https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/biden-netted-more-votes-michigan-trump/,2020-11-05 00:00:00,Facebook posts,false
“Any votes counted after midnight” on Election Day in Michigan “are fraud.”,https://www.politifact.com/factchecks/2020/nov/05/viral-image/no-michigan-ballots-counted-after-election-day-are/,2020-11-05 00:00:00,Viral image,false
Wisconsin voter turnout jumped from 67% in 2016 to 89% in 2020.,https://www.politifact.com/factchecks/2020/nov/05/donald-trump-jr/no-wisconsin-voter-turnout-did-not-jump-67-2016-89/,2020-11-05 00:00:00,Donald Trump Jr.,pants-fire
“Wisconsin took a break and when they returned Biden coincidentally came back ahead by 100k.”,https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/no-wisconsin-did-not-take-break-counting-election-/,2020-11-05 00:00:00,Facebook posts,pants-fire
“When large numbers of people in Butler (Pa.) started killing themselves with narcotics no one in Washington or New York or Los Angeles said a word about it.”,https://www.politifact.com/factchecks/2020/nov/05/tucker-carlson/tucker-carlsons-false-claim-elites-washington-igno/,2020-11-05 00:00:00,Tucker Carlson,barely-true
Asks “How is this possible?” with a chart showing that 104.41% of registered voters in North Carolina and 103.56% of registered voters in Wisconsin cast votes.,https://www.politifact.com/factchecks/2020/nov/05/viral-image/north-carolina-and-wisconsin-did-not-have-more-vot/,2020-11-05 00:00:00,Viral image,pants-fire
A person is on film “burning 80 Trump ballots.”,https://www.politifact.com/factchecks/2020/nov/04/eric-trump/eric-trump-retweets-video-falsely-claiming-man-bur/,2020-11-04 00:00:00,Eric Trump,false
“Last night I was leading often solidly in many key States in almost all instances Democrat run & controlled. Then one by one they started to magically disappear as surprise ballot dumps were counted.”,https://www.politifact.com/factchecks/2020/nov/04/donald-trump/no-president-trump-ballot-dumps-key-states-were-no/,2020-11-04 00:00:00,Donald Trump,false
Six states can't get the votes counted. Six states in which @realDonaldTrump is leading. Six states where Dems are in charge.""",https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/fact-checking-conspiracy-theory-about-ballot-count/,11/4/2020 0:00,Facebook posts,FALSE
“40000 rejected vote by mail ballots in DeKalb County need to be cured by Friday or they will be tossed.”,https://www.politifact.com/factchecks/2020/nov/04/tweets/viral-tweet-spreads-false-information-about-mail-b/,11/4/2020 0:00,Tweets,FALSE
“Now that it’s even Nevada decides to stop counting and is now not going to count anything until TOMORROW! What?!”,https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/no-nevada-did-not-stop-counting-ballots/,11/4/2020 0:00,Facebook posts,FALSE
Early morning election results from Michigan and Wisconsin show voter fraud.,https://www.politifact.com/factchecks/2020/nov/04/viral-image/no-these-fivethirtyeight-graphs-dont-prove-voter-f/,11/4/2020 0:00,Viral image,FALSE
“Wisconsin found 112k votes at 3am.”,https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/social-media-post-falsely-claims-wisconsin-found-1/,11/4/2020 0:00,Facebook posts,FALSE
“This is the California model spreading across the country. When you need to flip things blue there’s always some mysterious mail-in ballots lying around that’ll do the trick. Shameful!”,https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/theres-nothing-mysterious-about-californias-mail-v/,11/4/2020 0:00,Facebook posts,FALSE
Says Joe Biden received a sudden influx of 138339 votes in Michigan while Donald Trump received none.,https://www.politifact.com/factchecks/2020/nov/04/tweets/no-biden-did-not-receive-thousands-mysteriously-su/,11/4/2020 0:00,Tweets,FALSE
"Six states ""decided to stop counting"" votes as Donald Trump was ""headed for a win” on election night.",https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/battleground-states-did-not-stop-counting-votes-el/,11/4/2020 0:00,Facebook posts,FALSE
Photo shows massive wall in front of White House on Election Day.,https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/photo-concrete-wall-front-white-house-doctored/,11/4/2020 0:00,Facebook posts,pants-fire
Says Michigan Gov. Gretchen Whitmer said “I will not certify the vote in my state for Donald Trump no matter the outcome.”,https://www.politifact.com/factchecks/2020/nov/04/viral-image/no-whitmer-didnt-say-she-wouldnt-certify-election-/,11/4/2020 0:00,Viral image,FALSE
“Wisconsin has more votes than people who are registered to vote. … This is direct evidence of fraud.”,https://www.politifact.com/factchecks/2020/nov/04/tweets/no-wisconsin-doesnt-have-more-ballots-cast-registe/,11/4/2020 0:00,Tweets,pants-fire
Voters in Maricopa County Ariz. were forced to vote using Sharpie pens that aren’t read by voting machines.,https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/voting-machines-dont-read-ballots-filled-sharpies-/,11/4/2020 0:00,Facebook posts,FALSE
“NOT A JOKE: Ilhan Omar Tells Residents ‘You Don’t Have to be Registered to Vote’ in Minnesota.”,https://www.politifact.com/factchecks/2020/nov/04/sean-hannity/sean-hannity-falsely-suggests-ilhan-omar-encourage/,11/4/2020 0:00,Sean Hannity,FALSE
“Trump has won the election with 294 electoral votes.”,https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/no-trump-hasnt-won-election-and-neither-has-biden/,11/4/2020 0:00,Facebook posts,FALSE
An image shows “what appears to be an official ballot box being taken away from a polling location by an unidentified civilian.”,https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/fact-checking-misleading-photo-caption-about-phila/,11/4/2020 0:00,Facebook posts,FALSE
“We already have won” the election.,https://www.politifact.com/factchecks/2020/nov/04/donald-trump/trump-falsely-and-prematurely-claims-2020-presiden/,11/4/2020 0:00,Donald Trump,pants-fire
“Only sign outside Bucks County voting place. Democrats shown republicans blurred out. … More scamming in Pennsylvania!”,https://www.politifact.com/factchecks/2020/nov/04/tweets/no-sign-outside-pennsylvania-poll-isnt-voting-scam/,11/3/2020 0:00,Tweets,FALSE
“If Biden wins the election there are people out there planning on mass murdering poc and lbgtq+ people. Please stay inside during the election and a few days after.”,https://www.politifact.com/factchecks/2020/nov/03/facebook-posts/unfounded-election-day-social-media-posts-warn-mas/,11/3/2020 0:00,Facebook posts,FALSE
"Deep RED cities are not boarding up and the National Guard is ""not being called in in case Biden wins.""",https://www.politifact.com/factchecks/2020/nov/03/instagram-posts/nonpartisan-reality-national-guard-troops-deployed/,11/3/2020 0:00,Instagram posts,FALSE
Poll watchers in Philadelphia prevented from entering polling places.,https://www.politifact.com/factchecks/2020/nov/03/tweets/fact-checking-claim-about-poll-watchers-turned-awa/,11/3/2020 0:00,Tweets,half-true
A poll worker in Erie County Pa. threw out over 100 ballots for Donald Trump.,https://www.politifact.com/factchecks/2020/nov/03/tweets/no-ballots-trump-werent-thrown-out-poll-worker-pen/,11/3/2020 0:00,Tweets,FALSE
Stacks of bricks are showing up in Denver because “the Evil Left is getting ready to destroy downtown.”,https://www.politifact.com/factchecks/2020/nov/03/viral-image/no-bricks-denver-arent-being-staged-riots/,11/3/2020 0:00,Viral image,FALSE
“Trump supporters are blocking access to polling sites at Clifton City Hall New Jersey.”,https://www.politifact.com/factchecks/2020/nov/03/facebook-posts/no-trump-supporters-arent-blocking-access-voting-s/,11/3/2020 0:00,Facebook posts,FALSE
Bricks are being “randomly placed all over Detroit.”,https://www.politifact.com/factchecks/2020/nov/03/facebook-posts/police-say-bricks-detroit-are-construction-project/,11/3/2020 0:00,Facebook posts,FALSE
“Biden says he doesn’t need voters to get elected.”,https://www.politifact.com/factchecks/2020/nov/03/tiktok-posts/video-misrepresents-bidens-speech-michigan/,11/3/2020 0:00,TikTok posts,FALSE
“Kohl's confirmed that they will be selling BLM merchandise” but are not selling “back the blue” at this time.,https://www.politifact.com/factchecks/2020/nov/03/facebook-posts/kohls-has-t-shirt-line-promotes-racial-equality-it/,11/3/2020 0:00,Facebook posts,FALSE
“Antifa gearing up for false flag violence disguised as Trump-supporters.”,https://www.politifact.com/factchecks/2020/nov/03/blog-posting/flyer-encouraging-antifa-disguise-themselves-trump/,11/3/2020 0:00,Bloggers,FALSE
Broken voting machines in Russellville Ark. tried to automatically tally votes meant for Donald Trump as votes for Joe Biden.,https://www.politifact.com/factchecks/2020/nov/03/viral-image/facebook-post-exaggerates-isolated-voting-hiccup-a/,11/3/2020 0:00,Viral image,barely-true
Pennsylvania officials are “attempting to silence voters” by sending them letters that say they’ve been exposed to COVID-19 and “must remain quarantined and not vote in person on Election Day.”,https://www.politifact.com/factchecks/2020/nov/02/facebook-posts/pennsylvania-residents-under-covid-19-quarantine-c/,11/2/2020 0:00,Facebook posts,barely-true
"In Massachusetts ""anybody can go vote for anybody so long as they have their information. … They're not even checking IDs at the polling stations.""",https://www.politifact.com/factchecks/2020/nov/02/tiktok-posts/video-gives-misleading-impression-mass-voting-rule/,11/2/2020 0:00,TikTok posts,barely-true
“People are less likely to just vote for party now. … They’re looking at the personalities.”,https://www.politifact.com/factchecks/2020/nov/02/robyn-vining/voters-choosing-more-party-personality-trump-excep/,11/2/2020 0:00,Robyn Vining,half-true
Says President Trump’s Oct. 31 rally in Butler Pa. drew over 57000 people.,https://www.politifact.com/factchecks/2020/nov/02/facebook-posts/trumps-butler-pa-rally-drew-thousands-supporters-t/,11/2/2020 0:00,Facebook posts,FALSE
Says Nancy Pelosi’s son served on the Burisma board with Hunter Biden.,https://www.politifact.com/factchecks/2020/nov/02/facebook-posts/no-nancy-pelosis-son-didnt-serve-burisma-board/,11/2/2020 0:00,Facebook posts,FALSE
“Kamala’s husband a lawyer represents the Communist Chinese Party in America!! Think about that!!”,https://www.politifact.com/factchecks/2020/nov/02/facebook-posts/no-evidence-kamala-harris-husband-represents-chine/,11/2/2020 0:00,Facebook posts,FALSE
“Dems have removed any mention of ‘God’ from their Platform.”,https://www.politifact.com/factchecks/2020/nov/02/facebook-posts/democratic-partys-2020-platform-includes-mention-g/,11/2/2020 0:00,Facebook posts,FALSE
Photo shows Joe Biden “doesn’t wear a mask on a plane.”,https://www.politifact.com/factchecks/2020/nov/02/tweets/photo-biden-plane-without-face-mask-pandemic/,11/2/2020 0:00,Tweets,FALSE
Says his supporters were “protecting” Joe Biden’s campaign bus in Texas.,https://www.politifact.com/factchecks/2020/nov/02/donald-trump/fact-checking-trumps-claim-his-supporters-were-pro/,11/1/2020 0:00,Donald Trump,pants-fire
“Joe Biden and Kamala Harris’ government-run health care plan… could lead to hospitals being closed put Medicare coverage at risk and give benefits to illegal immigrants.”,https://www.politifact.com/factchecks/2020/nov/01/donald-trump/trumps-misleading-attack-bidens-health-care-plan/,11/1/2020 0:00,Donald Trump,barely-true
“We will be over 290 electoral votes on Election Night ... no matter what they (Democrats) try to do what kind of hijinks or lawsuits or whatever kind of nonsense they try to pull off.”,https://www.politifact.com/factchecks/2020/nov/01/jason-miller/trump-spokesman-jason-miller-paints-dubious-pictur/,11/1/2020 0:00,Jason MIller,FALSE
"Say Joe Biden told a crowd in Florida ""Hello Minnesota!""",https://www.politifact.com/factchecks/2020/nov/01/facebook-posts/video-clip-joe-biden-saying-hello-minnesota-was-do/,11/1/2020 0:00,Facebook posts,pants-fire
A lawsuit against the Affordable Care Act backed by West Virginia Attorney General Patrick Morrisey “would eliminate health care for over 800000 West Virginians.”,https://www.politifact.com/factchecks/2020/nov/01/sam-brown-petsonk/how-many-west-virginians-would-lose-coverage-if-la/,11/1/2020 0:00,Sam Brown Petsonk,barely-true
“Joe Biden called Black youth super predators.”,https://www.politifact.com/factchecks/2020/nov/01/donald-trump/no-biden-did-not-call-black-youth-super-predators/,11/1/2020 0:00,Donald Trump,FALSE
Queens voters received pre-marked ballots for Joe Biden.,https://www.politifact.com/factchecks/2020/nov/01/tweets/no-evidence-queens-voters-received-pre-marked-ball/,11/1/2020 0:00,Tweets,FALSE
"Says Illinois has made a ""nation-leading"" investment in funding for Census outreach.",https://www.politifact.com/factchecks/2020/nov/01/jb-pritzker/illinois-nation-leading-funding-census-outreach/,11/1/2020 0:00,JB Pritzker,mostly-true
"“Our doctors get more money if somebody dies from COVID. … So what they do is they say ‘I'm sorry but you know everybody dies of COVID.’""",https://www.politifact.com/factchecks/2020/nov/01/donald-trump/donald-trumps-false-claim-doctors-inflate-covid-19/,11/1/2020 0:00,Donald Trump,FALSE
James Biden “built the cages” and “(the Bidens) made millions from it.”,https://www.politifact.com/factchecks/2020/nov/01/tiktok-posts/no-joe-bidens-brother-didnt-build-cages-along-us-m/,11/1/2020 0:00,TikTok posts,pants-fire
“The Green New Deal would require that 99% of homes in the country be torn down and rebuilt more ‘energy efficient’ over a ten year period.”,https://www.politifact.com/factchecks/2020/nov/01/instagram-posts/green-new-deal-would-not-require-99-homes-be-torn-/,11/1/2020 0:00,Instagram posts,FALSE
"I’ve released 22 years of my tax returns. You can go online and look. (Donald Trump) hasn’t released one.”,https://www.politifact.com/factchecks/2020/oct/31/joe-biden/yes-joe-biden-has-released-22-years-tax-returns-on/,2020-10-31 00:00:00,Joe Biden,true
Photo shows a “clearly intoxicated” Kamala Harris “throwing up in the bushes & staggering aimlessly at the Cleveland airport.”,https://www.politifact.com/factchecks/2020/oct/31/viral-image/no-photo-doesnt-show-intoxicated-kamala-harris/,2020-10-31 00:00:00,Viral image,pants-fire
Says the toddler shown in a photo clinging to a police officer was found wandering alone and barefoot looking for his mother amid protests in Philadelphia.,https://www.politifact.com/factchecks/2020/oct/31/facebook-posts/toddler-photo-wasnt-found-lost-philadelphia-he-was/,2020-10-31 00:00:00,Facebook posts,false
“‘America is dead’ — Joe Biden actually said this at his Iowa rally.”,https://www.politifact.com/factchecks/2020/oct/31/blog-posting/no-joe-biden-didnt-say-america-dead/,2020-10-31 00:00:00,Bloggers,false
Says Sean Connery wrote a letter to Steve Jobs refusing to be an Apple spokesman.,https://www.politifact.com/factchecks/2020/oct/31/viral-image/fake-sean-connery-letter-steve-jobs-spreads-wake-h/,2020-10-31 00:00:00,Viral image,false
“COVID ends next Wednesday.”,https://www.politifact.com/factchecks/2020/oct/31/viral-image/no-coronavirus-pandemic-wont-end-day-after-electio/,2020-10-31 00:00:00,Viral image,false
Farm bankruptcies are at an eight-year high.""",https://www.politifact.com/factchecks/2020/oct/31/theresa-greenfield/fact-check-farm-bankruptcies-highest-8-years/,10/31/2020 0:00,Theresa Greenfield,TRUE
“How many of you still don't know that Michelle Obama was born Michael Lavaughn Robinson and is a man?”,https://www.politifact.com/factchecks/2020/oct/31/facebook-posts/no-michelle-obama-not-transgender-woman/,10/31/2020 0:00,Facebook posts,pants-fire
“There are people trying to make legal age of consent 4 years old.”,https://www.politifact.com/factchecks/2020/oct/31/facebook-posts/no-evidence-people-are-trying-lower-age-consent-4/,10/31/2020 0:00,Facebook posts,FALSE
"Says Joni Ernst ""supports the lawsuit that's headed to the Supreme Court that will” repeal the Affordable Care Act.",https://www.politifact.com/factchecks/2020/oct/31/theresa-greenfield/greenfield-attacks-ernst-aca-lawsuit-position-refl/,10/31/2020 0:00,Theresa Greenfield,half-true
"When Sen. Kelly Loeffler heard about the COVID-19 risk she “focused on her own portfolio” and ""profited from the pandemic.""",https://www.politifact.com/factchecks/2020/oct/31/raphael-warnock/fact-checking-raphael-warnocks-claim-georgia-sen-k/,10/31/2020 0:00,Raphael Warnock,half-true
"Says Ann Wagner’s campaign ""has taken millions of dollars from special interests more than almost anyone else in Congress.”",https://www.politifact.com/factchecks/2020/oct/30/democratic-congressional-campaign-committee/follow-money-rep-wagner-has-received-millions/,10/30/2020 0:00,Democratic Congressional Campaign Committee,half-true
"Mike Parson opposes protections for pre-existing conditions.”,https://www.politifact.com/factchecks/2020/oct/30/nicole-galloway/does-gov-parson-actually-oppose-protections-preexi/,2020-10-30 00:00:00,Nicole Galloway,mostly-true
“Miami-Dade reporting 23% of early ballots being rejected for missing signatures.”,https://www.politifact.com/factchecks/2020/oct/30/facebook-posts/false-post-inflates-number-rejected-mail-ballots-m/,2020-10-30 00:00:00,Facebook posts,false
The number of coronavirus deaths is “almost nothing.”,https://www.politifact.com/factchecks/2020/oct/30/donald-trump-jr/donald-trump-jr-claims-covid-19-deaths-almost-noth/,2020-10-30 00:00:00,Donald Trump Jr.,pants-fire
I am for protecting pre-existing conditions. … I actually co-sponsored legislation to do just that.""",https://www.politifact.com/factchecks/2020/oct/30/chris-jacobs/pre-existing-conditions-jacobs-claim-needs-context/,10/30/2020 0:00,Chris Jacobs,mostly-true
“Nobody's ever seen a number like this… (33.1%) economic growth is four times greater than what the experts expected.”,https://www.politifact.com/factchecks/2020/oct/30/donald-trump/donald-trump-says-gdp-growth-was-historic-beat-pre/,10/30/2020 0:00,Donald Trump,half-true
"Says President Donald Trump ""thinks that $15 an hour minimum wage is too much for essential workers.""",https://www.politifact.com/factchecks/2020/oct/30/joe-biden/does-donald-trump-think-15-hour-too-much-essential/,10/30/2020 0:00,Joe Biden,half-true
“On 60 Minutes Joe said he never met with Hunter and the Burisma CEO. Well here he is with both.”,https://www.politifact.com/factchecks/2020/oct/30/viral-image/no-photo-doesnt-show-joe-and-hunter-biden-burisma-/,10/30/2020 0:00,Viral image,FALSE
Says YouTube removed Tucker Carlson’s interview with Tony Bobulinski.,https://www.politifact.com/factchecks/2020/oct/30/facebook-posts/no-youtube-didnt-remove-tucker-carlsons-interview-/,10/30/2020 0:00,Facebook posts,FALSE
Says Jeff Foxworthy wrote a ‘fence test’ for Republicans and Democrats.,https://www.politifact.com/factchecks/2020/oct/30/facebook-posts/no-jeff-foxworthy-didnt-write-fence-test/,10/30/2020 0:00,Facebook posts,FALSE
“Joe Biden calls Pennsylvania voters who don’t support him ‘chumps.’”,https://www.politifact.com/factchecks/2020/oct/30/viral-image/biden-called-trump-supporters-disrupting-his-rally/,10/30/2020 0:00,Viral image,barely-true
Says Trump “didn’t campaign on cutting the debt” … “That’s not what he promised to do.”,https://www.politifact.com/factchecks/2020/oct/30/ted-cruz/federal-debt-was-frequent-talking-point-during-tru/,10/30/2020 0:00,Ted Cruz,FALSE
“I can send every qualified person to a four-year college in their state for $150 billion.”,https://www.politifact.com/factchecks/2020/oct/30/joe-biden/biden-misstates-price-his-free-public-college-plan/,10/30/2020 0:00,Joe Biden,FALSE
“The majority of minimum wage workers...are mothers.”,https://www.politifact.com/factchecks/2020/oct/30/abigail-spanberger/are-majority-minimum-wage-earners-mothers-spanberg/,10/30/2020 0:00,Abigail Spanberger,FALSE
"Says Dan Forest has “missed almost half of the Board of Education meetings during the pandemic.""",https://www.politifact.com/factchecks/2020/oct/30/roy-cooper/cooper-right-about-forest-education-board-attendan/,10/30/2020 0:00,Roy Cooper,TRUE
“Major decision protecting voting rights in Pa. Ballots received after Election Day will not be counted.”,https://www.politifact.com/factchecks/2020/oct/29/justin-clark/fact-checking-trump-campaign-tweet-pa-mail-ballots/,10/29/2020 0:00,Justin Clark,barely-true
A Detroit TV station aired the election results a week early.,https://www.politifact.com/factchecks/2020/oct/29/youtube-videos/detroit-tv-station-accidentally-airs-fake-election/,10/29/2020 0:00,YouTube videos,half-true
“When asked about court-packing Biden's staff immediately escorts the camera out.”,https://www.politifact.com/factchecks/2020/oct/29/donald-trump/trump-campaign-uses-cherry-picked-video-attack-bid/,10/29/2020 0:00,Donald Trump,FALSE
"Says U.S. Rep. Ann Wagner “voted five times against protecting pre-existing conditions.""",https://www.politifact.com/factchecks/2020/oct/29/jill-schupp/did-ann-wagner-vote-repeal-pre-existing-conditions/,10/29/2020 0:00,Jill Schupp,mostly-true
“I have been very clear with DACA. Even in my campaign six years ago I stood for those Dreamers.”,https://www.politifact.com/factchecks/2020/oct/29/joni-ernst/joni-ernst-said-she-stood-dreamers-hasnt-always-su/,10/29/2020 0:00,Joni Ernst,half-true
