tweet_text,hate_score
imtoblame bitch get ring ho fatherless ill fight,1
imtoblame bitch opulent fuck refrain converse upon matter middle class,1
imtoblame listen cuntrag whore bitch shit expensive fuck man pr first one year year wed,1
imtoblame lyin ass bitch ghostwritamusic ill_wil_ brunzilla,1
imtoblame fatherless wallet carry ass video game play ass negro breh filth way afford date twitterhoney,0
imtoomuch bread general good yabut honky bread worst,2
im_thirst love louis ck quit bein faggot suck dick,1
im_thirst go hold tongue could get another team could anymore fuckin retard,1
im_thirst shin faggot glad chip,1
im_thirst randies fag,0
im_a_asshole_ imtoomuch myassholesowet gon call nigger fuck wrong,1
impactparasite fuckin roast faggot,0
ineyealee son sammich family bitch know joey love sammiches,1
ineyealee shit gon funny need get outta horrific car crash bitch,1
ineyealee fill pimp hoe talk know josephbananas,1
infamous_stackz hell brad still walk away like yeah fuck niggas bitch,1
intheovenjews slavecatcher marylene hang ovenjew lot common people waste time nigs jews r r problem,0
indicamangoes still fuck trash eat save life,1
inediblefood quickscoping trash take tony hawk setup play normally snipers,2
infidelalie read suck bacon encrust middle finger muslim twats,0
infidelalie touch muzzie fuckers hope set go full bacon pork rinds,1
inkedup_tiny ___ still walk say something pussy,1
innerslutty get bitch,1
insanity_lady argue cersei neither evil bitch greedy desperate protect children value world,1
intentionaltalk half jar marmalade shave monkey saran wrap mini horse give best scene askkevin,2
isaidnick aknadnrye give credit lil bitch,1
ish_mallymal jayjuice trash,2
ish_mallymal august trash,2
issa_gold fuckin back still hurt worth still mad hoe incident haha,1
issa_gold think dream anything two dumb bitch san diego lol,1
italian_montana carterboy_leake ant pussy man make pull pic,1
italian_montana boss ass bitch,1
itsjusmejojo lol tweet bitch excessive amount today ok,1
itskeeshkapeesh faggot buy dictionary,0
itskiaraaaa look like take red marker color leg,2
itslendaddy thank bruh ever forget still look faggot justcurrieon,1
itslexishope sound like major bitch area,1
itsmander sure color,1
itsmander aid dat bad become da hoe da crack go make difference anyhow,1
itsmander tryin say ofay,2
itsmander kfc always get da color folk back da cage wit da kfc,0
itsmegrizz dink uknow true,2
itsmekevin josie thatslutadrian zaidsaracini papigabs lmao nigguh,1
itsnotharold try tomorrow rt harold go try eliminate word bitch vocabulary need start better,1
itsonlyjess lukefriendyy j_cats_rule right twat would tell honestly sky honestly,1
itsyour_man make white trash cousin fucker,1
itsyour_man nothin much cousin touch white trash wigger wannabe bitch boy dick suck fuck gay bitch,0
itsyour_man fuck wigger stfu,1
itsmekylewayne yeaa black bitch actin like good average nigga like get credit pussy,1
ivanj_reyes um fuck bitch xavier hopefully respect girls alone want,1
ivettebrianna_ never say hoe guilty consent ass girl,1
ivettebrianna_ fag,1
ivettebrianna_ better feel love even show hoe love lol,1
izthat_xp xdsmooth lmao denote get bitch right love,1
jayreidofficial want somewhat collage money jewel cartiers etc jus little shit let niccas know still,1
jayreidofficial nicca anxious hear shit g,1
jayreidofficial nicca,1
jbilinovich jzolly cmnw guy want skull fuck clay bird weeknd,1
jgardenofeden kysportsradio ryanlemond butcountry music listeners really hicks alcoholics,0
jhafe big booty hoe,1
jhannahhh oh mean noah zimmermans cute ass mean talk hoe day everyday amp girl courtney sooo,1
jllve look prime trash pick,2
jmc jetsgreen tbfan fuck ya little bitch look like mexican suck cock profile,0
jmuggaaa leezy get bitch,1
jnunchuckfuck ask suck dick hard white trash,1
joltng niger,0
jperzell shit pic master hoe protect ass bow tie nigga,1
jpantsdotcom todd__kincannon the__realtony partial faggothomoboth fairly describe sick twist assholes,0
jpantsdotcom todd__kincannon the__realtony naaaaa pop across tl comment nice try faggot,1
jperez teabaggers anti american feel hate country,1
jrealmo think believe communities ability function wout whitey choose hustle big govt,2
jrise g_anderson want fag,0
jrise longlivetylerd fag,0
jrise pussy,1
jrise ill fuck til love faggot,1
jrise shut stupid bitch,0
jstac thatangrynigga least nearly two decades complete trash put atysyc redeem,1
jstac thatangrynigga niggas must deaf last time hear root song radio quest get bitch,1
jstarrtweets take harder rivera retire yankee fan lot love respect especially core,2
jstarrtweets pop new york family yankee obsess sister literally cry hear go,2
jstarrtweets yeah wizards agent zero bitch,1
jt_cameron ghetto,2
jtrevorhowerton hollyrfisher hilarious make teabaggers freak,1
justlove_nohate me_noindirect whole hoe outchea,1
jusxdoit hangin corner late pocket straight bitch gon make rate dawg know sayin,1
jvp keselowski mattkenseth would love watch newman bitch slap johnson would pay see,1
jzolly hannahkubiak everybody know bitch love mullets pantiedropin,1
jzolly jbilinovich need grow mullets together get bitch hannahkubiak hate us,1
jzolly also search dirty white trash hookers weekend,1
j_dun awww shit lol want money bitch else give one,1
j_dun oh little bitch tryna hit fair though today sometime week shit might fun drink,1
j_fritzy vivaalakatyy lompartayy brotherbill jhuff_ bitch better back katys mine,1
j_kwest cpt commando hoe cocksucker,1
j_kwest bitch look way,1
j_logan know best bird move,2
j_nastyy_ bum_farto would white man even go nigger hell hole detroit work town good niggers,1
j__f__h happy another group days weird ass son bitch love though hop riot htown,1
jacobryanbruhn kiss nut bitch,1
jacobbbacker fucktyler tyler shit faggot go listen real music,1
jacobbbacker fag,0
jacobbbacker faggot,1
jacobbbacker know shit faggot bitch,0
jacsonbevens markkiszla absolutely retard article,1
jadegreenleaf dailysexsupply really fag like video,1
jadegreenleaf fag,0
jaibrooks faggot,0
jaibrooks funny faggot,0
jaibrooks ugly goldigging cunt probably uncircumcised penis faggot,1
jaibrooks brother look queer ugly,0
jalendgaf courtniclark pressure hoe,1
jalenhendricks hoe say eyebrows fleek search twitter,1
jamesokeefeiii jdhayworth jam nobody save couple illiterate inbred teabagger morons give fly fuck revelations,1
jamesdajewison ltltbest name twitter ever aka jewbaccaltltsecond best name twitter,2
jamesynba damn bitch really hoen f,1
jamiewinn energy city electric get go yankees stadium win truly electrify,2
janeypew nigger bigger even rapersec,1
jarjar_banks momma raise sukka bitch,1
jaredreve use monkey maker prick,1
jasonastley hate shit like bitch ask shit makin waste time dumb ass even use,1
jasonmoriarty remember nephew lucas cry dan say quit pussy grow pair something dans funny,0
javelinablue mdjacksondallas kennettdems yep texas redneck heaven,1
javiethecreator its_selenaaaa haha yuhh hoe funny,1
javiethecreator stink ass hoe haha,1
jawshoeeahhh bitch,1
jawshoeeahhh fabianmleal fuck bitch lol,1
jawshoeeahhh fabianmleal shut bitch,1
jawshoeeahhh fabianmleal suck dick hoe,1
jawshoeeahhh greyyygoose jehnayy gay bitch,1
jawshoeeahhh jehnayy bitch lol,1
jawshoeeahhh josecarcamo lmao timeline spy hoe lol,1
jawshoeeahhh keepitplur bitch beat lose twice lol win hater,1
jawshoeeahhh bitch answer lol,1
jawshoeeahhh bitch even say lol,1
jawshoeeahhh lmao bitch boy,1
jawshoeeahhh lol thank bitch hahah vegas ready us lol,1
jawshoeeahhh shut bitch,1
jawshoeeahhh mean ball lol shut hoe lol,1
jawshoeeahhh mean ball jewish lol love hoe lol,1
jawshoeeahhh bitch lol,1
jayjuice ish_mallymal song hear good mean trash,2
jaykollskstp please tell fume cop bunch coward little bitch allow near weapons thank,1
jaydillz big bitch though lol,1
jaytwofly g_mucka good leave stupid faggot,0
jaytwofly huh lol mad nigger mad,0
jayyrosayy get hoe lil jess lil guy,1
jazwau rob hoe like online,1
jbrendaro zgabrail ramsin gabeeli jacobtimes bitch ass nigggaaa,1
jedziggler say time fag queer context suppose people look get offend,1
jefdabest fact bird ass nigga take phone light skin pose school mrste smh lol,1
jeffblogwell time call hoe,1
jennahord feel like year since see ya queer lolol,1
jennahord nooo ambers suppose kill fag,1
jennyjohnsonhi say spray tan charlie crist switch back republican,2
jennymccarthy let idiots even spell retard get,1
jennyreyes iamadamg_ awwe love jenny damn perf amp ugly seriously dis bitch must blind,1
jennytripletit also bird city math theorem make assumptions,2
jergucci trap anywhere want bitch n rarely solo,1
jergucci go craigslist bitch,1
jergucci luck bitch go drug even kno happen lmao,1
jergucci suck dick though better brownies,1
jergucci avi probably shoot dust phone cuz shit old cat fish bitch lmao,1
jeremyadams_ bitch,1
jermsallover homeless bitch better slip,1
jesseabrego bitch might,1
jessycaa_rubi o_shititslaura bitch inch taller amp normal height jessyca daysi short bitch,1
jewelsanddrugs ladygaga madonna lmao madonnas music suck yeah fuck stupid think gaga better retard,0
jfromhuntington savage day like color dat wrap day hoe like mummies,1
jfromhuntington thatupsdude lt hat interject yo digits like wiggers dat want fuck color,1
jimboberson happy birthday faggot,0
jimnastikowski quartersday race traitor dumbass,1
jimnorton hey jim love,1
jimmymciver jerrilyn doc_w_ like fat chicks need love guess jeffrey dommer type would sloppy ho,1
jizzatthescene assume shit hmm cuz know fuck talk crackers days,0
jjloveup tranny,2
jo_clark breezysofresh homo bro love ya let us get malibu rum tech bitch haha,1
jo_clark pache pcktsizecae hoe haha,1
joan_rivers bitch old ass mushroom ass bitch look like moldy ass toe wobbly raggedy ass vagina face bye,1
jobbe pandaenchilada bitch carlton lucky father judge,1
jobbe need insert chill pill ass twice day bitch assness go away problem persist see doctor,1
joebiden retard irritatedwoman biden call white boy meet black pastors,1
joedouglas guess blaspheme allah ok pos muzzie huh jewjitsugrl efilnikcufecin darknight,0
joedouglas sit stfu raghead darknight hajihuntingpat,0
joeprich shut faggot,1
joethemailman emilyrs bitch could care less benghazi victims,1
joe_schmucc dog government job shit get last bitch,1
joey_d sweet comeback fuckin herb dnt watch soccer id still wax bitch ass go swallow red soxs kid nyc fag,0
joey_d pussy,1
johncoleglover big cat fat pussy joke,1
johnfaheyiii go eat bear shit fuckin yokel,1
john_mayer_ biggg_mackkk talk hoe way,1
johnnnyamor lol wyo bitch,1
johnny_ hpguilty trash,2
jonj_ like players really talk trash bama,2
jonjanke deadspin jtrimbl sound like pussy whoop freelikeabird,1
jonjanke jtrimbl sensitive pussy whoop sense humor neo zoom maxi dweeb sit ass way,1
jonahnro good options leave indeed president make jimmy carter look like piker sad,2
jonnvercetti true opinion hoe someone go sleep everybody,1
jonniesantana definitely trash bill cohwer stanford head coach want job would hire new gm course,2
jontel_ pussy,1
joribunni talkin bout want human like bitch whet,1
joservmirez lil nigga wait till see nigga ready chicago boy pussy burbs wait,1
josesitoriveraa fuck faggot,1
josh_ward thuggery cheat talk trash besides jameis nd middle cheat issue,2
jpizzle really one aware yankees always love dodgers uniform,2
jumosq zachkruse yep sob get hop couple national guy include kipermcshay mock slip,2
juandameskin would last day hoe,1
juanndacut shareaounce playin pussy hole bingo draw next number,1
juanyeeze damn take dumb spic nearly days respond wuz really good though beaner,0
juanyeeze shut yo beaner ass spic hop faggot ass back across border little nigga go listen pitbull,0
judgmentalnyer eveisapisces always look nice go buy yellow one,2
juiceman_ltf shut pussy,1
juice__ faggot,1
juice__ know bout yo wack ass dread nigger,1
juice__ nah nigger,1
juicistrawberry kik hoesyou either go shit get pot,1
juicy_james love hoe,1
jukejuke_ shit probably everybody else trash,1
julesdanesy cowboys fan cunts stop press,1
juliadbrock still talk animals know asian folks would love see prepare pussy eat,1
juliadbrock bitch take back,1
julian_jval totally think something bitch come across mine say similar uh,1
juliet_munguia bitch merry christmas,1
jundishes amen little mama old southern country bitch like much know,1
jundishes block mute cunt,1
jundishes elissa would call trash vile etc,2
jundishes get wasp spray shoot feet cheaper bear spay mace work good,2
jundishes southern bitch like blow persons heart back wone shoot,1
jundishes thank god old redneck bitch memphis tn troll,1
junglefeverfren fuck nigger,0
juniormaye jus exsposin hoe whole different level,1
jusdahl want somei damn tire fuck kitchen bitch hot need glass wine back rub,1
jusdahl bitch wake,1
jusdahl gross ill stick galaxy still receive nip,1
jusdahl nappy head hoe though,1
juss_vinny kkarleigh want bitch tip toein marble floor,1
justcurrieon christooshifty nobody ask yo faggot ass comment know peep already gay live,1
justdoitslow forever hoe,2
justdoitslow sale ass hoe,1
justdoit_rob big titty bitch lmao fuck good party,1
justfemaie cheatingadvice fuck summer bitch,1
justkarahn bye hoe,1
justkarahn dnt use shit hoe,1
justkarahn negro please,1
justkarahn yes hoe,1
justtoomuchcake lmao bel ike nowadays,2
justwordsx favorite faggot,1
just_this_time need opinionated bitch moar,1
justin_baez shut fuck faggot ass knicks cock sucker opinion irrelevant fag,1
jwreich steveworksyou teabaggers extremely dumb,1
kassigod drink away stress get new hoe us,1
kcjhoop pretty sure mean flight flite dumb ass cracker,1
keirranicolee know follow hoe,1
khshan victorb oh last charlie wilma jeanne,2
killdion h_christianne politics twitter coon lol,1
killquana choke something hoe,1
killquana lmao cunt,1
kingdomminded__ _lostby fuck pussy boi bitch,1
kingdomminded__ _lostby bitch tryna keep clean track record fuck bruh,1
kinsly love hoe,1
klsouth miss_didi evil hate whitey racist think delbert belton deserve maryforbes enemiesofdonnaj stephannanson,0
krtzr know actually lol follow band meet bainbridgians bitch like teeth swear lol,1
k_forkicks joke bitch stupid,1
k_forkicks likkadawgg turn ya bitchfw ya dawg man,1
k_forkicks tf bitch brain surgery tell,1
kaaaat__ make llama bitch,1
kaayyllee_ bitch,1
kaileenrenee let us get group together amp something negro home,1
kamrenee ugly nigger,0
kamalshaqi kevinnnnn_ funny page quote tweet term camel jockey fuck arab dumbass,1
kassiehamilton ann_e_lizabeth erin_lehrer thank kass respect annie bitch,1
katewhinehall start laugh work outnot bc think funny work throw phone trash butcher subtweet,2
katiefraaancis bitch nigga,1
katiebentel ily hoe cheer pretti,1
katieloukarl lol tell hoe grow ahaha,1
kayfliii fuck bitch,1
kaycimalynn know nigs,1
kaycimalynn yo bitch miss,1
kaylahprettymom lmao girlllaaaa like chunky anymore,2
kazatta thesaidabdi get twist say playin ny state mind bitch around click link,1
kazatta would jus tell skylar one night hey get flight morninyou wit nah textin brazilian bitch,1
kazatta lol nig,1
kazatta jus need go brazil get bad brazilian bitch jus relax,1
kazatta yo girl let hoeshe belong world cuff,1
kazatta stressin nig livin lik meech go prison,1
kazatta welcome nig salute,1
kebinblodgett bitch yuck,1
keebithalal loganswarning get love islamofascist cow try make retort age typical muzzie idiocy,0
keenoklutch hoe,1
keim_hefner lmaooo hell naw nigga must play school blind cripple,1
keitholbermann feel way bigotry racism use word redskins,2
keiveeb shut bitch ainn complete witout money melle n,1
keiveeb yellow shirt hat turnt da side,2
kellendaniel along french blue buggs bunny viis oreo ivs lajethrojenkins,2
kellinquinn please acknowledge existence amaze son bitch,1
kellyosbourne still blk pom,2
kelseyhison jodyhighroller see bitch friends,1
kelseyyvirginia caylanashlee look bitch want gramatically correct would,1
kelseyyvirginia talk pucture pussy cat nit twit,1
kensuttling lesleysuttling well like fry chickenesp spear chuckers,1
kensuttling amhistorymuseum yankees reside mantle piece,2
kensuttling certainlt paddies,2
kensuttling man city yankees get together form th mls clubthey begin play,2
kensuttling mrcoxthe chase charlie daybend boywhile conjugate ae,1
kensuttling take frank advice eat yellow snow,2
kensuttling twat barry hearneit would seem option team share venue,1
kensuttling spear chuckers flood upton park,2
kensuttling yankees beat grapefruit league day,2
kensuttling yankees play tonight bronxrd game current series diamondbacks,2
kensuttling rememberit use funny colour paper,2
ken_gth nahh whatever spook spic still like good day,0
kendracae bitch shit hoe trick,1
kenny__wright kush_boy yopapi_chulo fuck dare faggot,1
kenny__wright itsfrankybitch amber_nicole_ kush_boy yopapi_chulo call someone fag snuggle guy,1
kenny__wright itsfrankybitch yopapi_chulo high school house fuck faggot,0
kenny__wright sincerelyayla faggot,1
kenny__wright yopapi_chulo kush_boy stupidest bitch brb cry call stupid,1
kenobino ohh mr tough live retard city think cool people like shovel snow break bum,1
kevhoeee apply thunder valley bitch,1
kevinedwardsjr look thirsty ass bummy ass bitch ass year old niqqa amp jus want know get follow back please,1
kevinkevmooney lellerbe bet make sure bitch involve thing floyd pac agree screw,1
kevinmarin like really doubt even play already get lot big man rotation commit bosh bird mcbob amp shawne,2
kevinthegee finish essay quiz bitch,1
kevinthegee ok want know bitch,1
kevin_mcadams ians retard,0
keyshawnswag lol nigga look like combo trash house amp trash dump,1
keyshawnswag god niggaa tryna say aid longer shit like bitch ebola,1
keyshawnswag bad bitch ugly ass nikes,1
kiki_that_seven lol sad things control walk stage nigglet happy,1
kiarasmallzz lmaoo think want bitch ya tiene cansada thank wait hold fight,1
kilaurenk stupid fuk head bitch,1
kimw plastic surgery tranny,1
kimw quit baby hit patchouli pussy,1
kimw retard,1
kimberlyyaye leslieeeixta think job toodles bitch,1
kimberlyyaye speak little bitch even squat little bitch keep talk distract everyone else icu,1
kingcuh tee_jonez io lol osi tangi haha tuku ho tangible terryn atunga ho fie lea lahi mai,2
kingego get bitch go gtgt wisdom_stature,1
kinghorsedick bitch know lingo hoe lol,1
kinghorsedick lol toughen pussy,1
kinghorsedick hoe skilled,1
kinghorsedick get find hoe,1
kinghov prttyn song trash,2
kinghov boi stop hoe th wardnever either nobody know hood wasare hoe,1
kinghov get dyke wit child whse mgr jus hire another girlboy dis week,0
kingjames hoe wear shoe ya big bitch miss couch shoot ray allen bail pussy,1
kingliibax r faggot,1
kinglister sweet_loveeee _itscheese shit chunky lol,1
kingluger carne asada gallo pinto tajadas verde queso frito salad milca,2
kingulyssesiv truebake psh sexy bitch get sexy voice easily get shit goin,1
king__murphy pussy,1
king__murphy stop pussy,1
king_albert ceto_ ha ha look fag say lol,1
king_albert ceto_ pulledthat queer shit spon put homo lol,0
kingsleeynyc yep lmao hectic weeks waddup ho,1
kodymark go yankees,2
kodymark hahahh thank fag boy represent,1
koiyatheperv exactly tweet shit fuck like everybody monkey see monkey koiya,1
koolqueef inch bitch flick wit tongue like damn pinada,1
korrect pay dem bitch dirty ass chuck mind bro,1
korykisling get get like head go everyone bring tree bring food bitch liquor course,1
krbfarms cornfrmr homemade angel food yellow cake halfinch chocolate frost devil food die pecan pie,2
krbfarms cornfrmr go dog run coon transformer pole pick one shotand still electricity,2
kristenbitess birthday make sure tell bitch happy amp celebrate without drug,1
kristynedwards penguins bird puppy bowl,2
kstar__ lol damn think would let know dad go super saiyan ape shit,1
ktkasey nooo amlmfao bitch ya bitch,1
kummar_king volunteer guinea pig help test,2
kuntimkeesh lmaonigga talk like bag bitch,1
kuntakayne never see ignorant illiterate piece shit life bring natl guard amp disperse trash bassem_masri,0
kurtbusiek well pee oft yellow,2
kvrmaa_trill studyfn vlzed say scrawny nigger,1
kxrxsxb samromero prairie nigger,1
kxrxsxb haha alright well get get see bitch haha scare shit outta already,1
kxrxsxb haha ready slap bitch come walkin room say hi playin saint underwear _,1
kylereinders bitch,1
kyle_monahan fuck bitch,1
lsernigga hotniggadarius bitch day time,1
lltrp fuck losers wetbacks sorrynotsorry,0
lmusic salutemyrainbow iheartme_lots ass hoe,1
lcistj purpose charlie,2
lilbthebasedgod dirty ass nigga clean dick fuck bitch ass suck dick omg lil b ready,1
lilnthebasedgod face ugly amp nudes trash,2
lltjae kolbyxdelce hoe,1
labugg fault sound like fucc nicca,2
laindiekid tneut riwhey_ say bitch selfiesonselfies,1
ladyvodkax bare bitch see,1
ladyvodkax keep around new bitch know could next ex stay line,1
ladyvodkax talk fuck right pussy,1
ladyvodkax yer dirty pussy,1
lameassnerd pussy,1
lampreymilt delschilling bertloch woman deserve sole stomp like bitch everyone watch nada,1
lancethespoken statement day people rt chiefsatwar even dumber ole bird feather type deal,2
landroverusa disco use disaster recovery awesome brownie point well build extreme condition,2
landonvanbus charlie day,2
lanebelgarde axdemery sick bitch even invite,1
lanebelgarde shut bitch,1
latrobemark niggahs like draggn nutts degree weather tgere frozed like bitch,1
laurenjauregui dumb bitch,1
laurenjauregui anal stfu bitch,1
laurenlablue basically get room basic bitch,1
lebronvuitton ha get bitch work,1
lelittlelisa bitch know see tweet bout,1
lemochamojito bitch bye,1
lemochamojito bitch,1
leelucas_ alright nah bitch want play twitter,1
leelucas_ amp get cancer hoe,1
leelucas_ prettykells bitch fee ask buy burger,1
leelucas_ bitch nobody want,1
leelucas_ bitch bouta go waffle,1
leelucas_ bitch come,1
legionary jomavaesjos ebloa case texas kill niggers might safe,0
legoheeadd read voice like hoe,1
legsfordayyys fml half breed ex gym ugh,1
leighkillian nice pussy,1
leonbaptist know mouthy spics welfare kid baby daddys,0
leoncountrybwoy big yute slit brows darg lol drop,2
leslieeeixta lettyguerrero haha noo bitch stop play game hoe,1
lessthanjr yankees give win happy birthday,2
lessonswithkate jst fckn w always want jigg hella good jst wild enough circle cuz,1
levi_page bend way queer thank offer flatter,0
lexvan go back nigeria faggot,0
lexilanxon ratchet white trash,1
lexiluckersykes white bitch facebook lol,1
liamgeraldshone arannicolwhufc dsaend get real hair cut faggot serve country marines years,1
liamgeraldshone arannicolwhufc dsaend fuck half breed dog stop act,1
lickmywhooooop justdoitslow playful come dumb hoe,1
lifeasking like pairthey overprice trash,2
lifeasking naw trash keep ya pity hug,2
likewhatyousea booty wop side hell,1
lilbthebiggsgod abbey_kirkland two bird one stone biggs,2
lilkev_j pussy,1
lilmissrightie hey teabagger benghazi thing joke benghazis bush hear benghazi real attack,2
lilmrsspiffy bout try hoe next,1
lilreese right tavares kickin bitch curb dramatic,1
liltunechi reason rap pussy suppose talk smh bout make music negative,1
lil_a coon,0
lillian__taylor apparently good luck chuck bitch,1
limitlessmudi yodeddyugly trash,1
linnlondon want clam half,2
linzbella date color men,2
lion_of_gray roodawg mrfayoh khanye_s sasafoundation opinion matter cunt,1
lisadep well would coast much see go bass fish bunch rich rednecks either,1
lissette__glz joshmtz hoe loyal,1
listsblacktwit ihtvvitterhoes rosaalbae nigga cap bitch like see nudes already want tf,1
littlgfunk pussy whip,1
littlenamms karon_avila doin homework jiggaboo let,1
littlenamms nigga without warm travel like bitch,1
littlenamms stick court hoe,1
littlecbeadles bitch follow,1
liveitupjersey bellaafoxx hope bitch annoy think think smart something,1
liveitupjersey d_cassandra_d bad_boy_six lol cyber bitch slap sure,1
liveitupjersey ccass ltlt go big mouth bitch busy choke cock tell find,1
liveitupjersey ccass trash jerseyodds areyou would last minutes around go back watch barney,2
liveitupjersey bwahaaaa choke oreo cookie figure may something,2
liveitupjersey breed nation pussies hell man manif pussy concern pussies amp psychos,1
liveitupjersey yeah see tweet bitch amp block use itit fit,1
liveitupjersey yeahi try follow zulu look bitch muslims flat way use sheet bed head,1
llishah lol acronym hoe,1
loldyrus retard ignore harlem shake fad hope go away soon,2
lovezanda everybody knw misspell shit ion proof read shit let ah bitch call dumb back dey ass,1
lobstrthinktank yeah people women laff set apart men love real niggas niggers,0
lobstrthinktank bitch nobody want ass assume cuz let dog run yo filth amp think want itnot,1
lokihulibele mediacrooks aamaadmiparty mix retard aap maoists terroristscongies delusional retard,0
longlivechris__ marvelcomicswag get pussy make bad,1
longlivechris__ atlanta niggas nerdlifethuggin bay niggas get chill rt lawtooraw shit hoe,1
lord_fernandooo stfu nigguh read manga longest know,1
lornalovesmatt delon aaryneliza poor poor parker nothingwithout aaryn bitch would even know around looser,1
louievree tehreelhov dat bitch tampon,1
lovtadaisha box full yellow crayon,2
lovtadaisha get keep hoe private,1
lovelesslovely kwitchabichen hey aklve take black ghetto trash block nigger,0
lovelyaumeri think talm bout school wifi gon say ask bitch,1
lowworldsfinest stblock_thomas man niggas chill man high af though niggas even tell hoe,1
lucci_dpc prove blissfully ignorant group thinker political chump race traitor,2
luckylft najmaaa_ali yellow bone oh easy wit da name callin b,2
luisbaez belle bitch,1
lukethetruth go iiiiiiinnnnnn hoe bro,1
lunatic_times omg mom christmas host year would slit throat,1
lupefiasco talibkweli name group call mob moan old bitch,1
lupefiasco shut fuck cry baby bitch whine life shit retard,1
lupefiasco uh oh go preach cry today faggot,1
lurk_god fag,1
lvl__eevee unicorncowboy hisorraya want brownies man,2
lvl__eevee unicorncowboy hisorraya trade one car drift brownies,2
lvl__eevee fake niggah fake,1
lymmanny_ shit gettin money fuckin hoe uk dat go lmaooooo,1
lynkinthedog wife bitch,1
magnedeth seriously reason use mega whatsoever pure favoritism also sweet fuzzy wing,2
maniacx elchavaloko seem like weak faggot probably yea,1
maniacx almost enough rank buy stuff purple bitch buy exotic guy,1
maniacx buck beaners amp security start push amp jetsgreen faggot around,1
marco_naw_polo slutty ass dyke,1
mc_jaytee lol already make wait brownies finish,2
mfoani_ nigga yes take ride bitch pleaseee,1
mikeb_in_the_d free world bitch,1
mikeb_in_the_d ram fag,1
mikeb_in_the_d want battle shake things half way crook bitch,1
mikeb_in_the_d still free world bitch deserve area code,1
mikeymikerowave sneakerluke wojtata joecushkush yeah like annoy ass bitch support bitch,1
mlg_pollute go tell friend buy scuf dumb chink frail pussy,1
mollyx__ use coconut oil faggot,1
moniierozay shit sorry hoe,1
msoltan jordanjunkies suppose grey speckle blue midsole sole yellow icy pass,2
msoltan koredeb suck though mad trash carry always point,2
msoltan koredeb witch take hoe,1
msoltan matt_simonson koredeb nevermind think talk fifa sorry matt trash zombies,1
mtbornnard get good mojo sure paybacks bitch,1
m_a_larson stevestreza say zebras goth,2
m_carbonaro nice pussy,1
m_ragingbabe try critical jr literally look like eat pot brownie get couch put gloves,2
m_talleywacker miss ya fucker send txt every like ya use ill ya twat p,1
m_talleywacker yes touch bitch get ya shit knock,1
macmiller lucky bitch ft juicy j,1
machell hope get better soon colds bird,2
mackwop bout wop,1
madamecrystalb stop call bitch crystal voice,1
madamecrystalb yes bitch,1
madamecurry_ kind hoe dress,1
maddslander welcome back b without daily rant tl trash af,2
mademyselfher eeeeeeeee get hoe,1
mahnameisjared guest want bird think,2
mahdyymahd softestmuffin _tee torahblaze like cure time shut da fuck gettin folks bizness like lil bitch,1
makeitsndgood fewjr block us see happen think ya high yellow ass watch,1
makeanothahov faggot crybaby,0
makesamproud stfu hoe,1
mal_dagladiator bitch fuck get mention malzeno,1
manbeardrgn would funnier america pussy canada,1
mana_lynn smile first mug course mugg back bitch lol,1
mannypacquiao thank prove bitch ass wrong tonight,1
marcsesslernfl ya game retard,1
marcsx lmaooo dj stranger danger coon,1
marcfoor _maniac_mind_ gay shit better ask bitch,1
marcfoor bitch get,1
marcfoor bring yo bitch ass whith jump want get yo ass beat,1
marco_sharkhoes hoe work til like,1
marco_spatula stop look porn fag,1
maria_deamor bitch tell hit get back,1
mariamyepii cuz bitch love cheesy,1
mariancristinax fag b,0
maricelabela stop bitchy bitch,1
mariejosegmh dwb seahopke zenterrorist tegenwoordig weet je ook al niet wat voor vlees je eetvoor je weet zebra een aap,2
marilyn_munster ha shyt niggas tell hoe ho want,1
marioolvera follow bitch lol good follow back ha ha,1
markb_lifestyle sportscenter athletics yankees make last weeks move,2
markhalperin wsjopinion barackobama anything trash black president,0
markudall get pussy kick corygardner win per fox news election tcot gop teaparty p,1
marketwisenick many areas look need see bean countsaid bean bitchtend expect,1
marlin_fishyass like se__dom gas hit bitch one time end talkin shit night bitch fry,1
marlon_n_gaines brown black ignorant stupidity make sick typical thug look nigger,1
marsdablackman hoe love herthey relate lonely amp depress lol,1
marshallsots jakeeye favorite fuck jam see judge little girl probably trash,1
marshallsots tryna say pussy course tryna slam pussy duuuuuuu,1
martymard keep ya draw hoe,1
mathanugg mean one color crayon copacetic,2
matthometeam know faggot literally thousands people radar homo,0
mattlacasse playoffs luckily mean future kid definitely root yank priorities,2
matt_petrie geta life faggot,0
matt_schiffer tcobryce nah bad bitch,1
mattyfatass pussy,1
mattyfatass pussy shit,1
mawdern wtf dude fuck retard,1
maxdelacruz thank hoe,1
maxon_maxoff dirty cunt mate lol missingtheaussies,1
max_kellerman close could bitch go zip scorecards rightful mercy stoppage,1
maxin_betha yea look faglike,1
maxwell_larsen mictorrance suck dick cunts,1
maxwell_larsen good bitch,1
maxwell_larsen cunt,0
mckinseey grass greener side fence course also soggy septic field,2
mclaffytaffy yankees football funniest part latest video sincerely pittsburgh,2
mclaffytaffy reason order shirt taffy know live would probably find stab,2
mcsheeti mean trash lol,2
mcwilliamsbrett ayyy tell bitch avi need fix flat dat flat ass,1
mcwilliamsbrett shut legs hoe,0
